"","Spell","Rune"
"407","Berserker Rage","Passive"
"408","Ruthless","Passive"
"409","Boon of Bul-Kathos","Passive"
"410","Rampage","Passive"
"411","Frenzy","Maniac"
"412","Ignore Pain","Iron Hide"
"413","Furious Charge","Battering Ram"
"414","Wrath of the Berserker","Insanity"
"415","Battle Rage","Marauder's Rage"
"416","War Cry","Impunity"
"417","Superstition","Passive"
"418","Berserker Rage","Passive"
"419","Ruthless","Passive"
"420","Tough as Nails","Passive"
"421","Frenzy","Maniac"
"422","Furious Charge","Battering Ram"
"423","Wrath of the Berserker","Insanity"
"424","Battle Rage","Marauder's Rage"
"425","War Cry","Hardened Wrath"
"426","Call of the Ancients","Together as One"
"427","Ruthless","Passive"
"428","Nerves of Steel","Passive"
"429","Berserker Rage","Passive"
"430","Superstition","Passive"
"431","Frenzy","Vanguard"
"432","Ignore Pain","Iron Hide"
"433","Furious Charge","Merciless Assault"
"434","Wrath of the Berserker","Insanity"
"435","War Cry","Impunity"
"436","Call of the Ancients","Ancients' Blessing"
"437","Berserker Rage","Passive"
"438","Rampage","Passive"
"439","Superstition","Passive"
"440","Boon of Bul-Kathos","Passive"
"441","Bash","Punish"
"442","Ignore Pain","Iron Hide"
"443","Furious Charge","Battering Ram"
"444","War Cry","Impunity"
"445","Battle Rage","Bloodshed"
"446","Wrath of the Berserker","Insanity"
"447","Ruthless","Passive"
"448","Rampage","Passive"
"449","Superstition","Passive"
"450","Berserker Rage","Passive"
"451","Frenzy","Maniac"
"452","Furious Charge","Battering Ram"
"453","Wrath of the Berserker","Striding Giant"
"454","War Cry","Impunity"
"455","Battle Rage","Marauder's Rage"
"456","Call of the Ancients","Together as One"
"457","Brawler","Passive"
"458","Berserker Rage","Passive"
"459","Superstition","Passive"
"460","Nerves of Steel","Passive"
"461","Frenzy","Maniac"
"462","Furious Charge","Battering Ram"
"463","Battle Rage","Bloodshed"
"464","War Cry","Impunity"
"465","Call of the Ancients","The Council Rises"
"466","Wrath of the Berserker","Striding Giant"
"467","Berserker Rage","Passive"
"468","Superstition","Passive"
"469","Boon of Bul-Kathos","Passive"
"470","Rampage","Passive"
"471","Frenzy","Maniac"
"472","Battle Rage","Bloodshed"
"473","War Cry","Impunity"
"474","Furious Charge","Battering Ram"
"475","Wrath of the Berserker","Striding Giant"
"476","Call of the Ancients","Together as One"
"477","Nerves of Steel","Passive"
"478","Tough as Nails","Passive"
"479","Berserker Rage","Passive"
"480","Superstition","Passive"
"481","Frenzy","Maniac"
"482","Furious Charge","Dreadnought"
"483","Wrath of the Berserker","Insanity"
"484","War Cry","Impunity"
"485","Battle Rage","Marauder's Rage"
"486","Call of the Ancients","Together as One"
"487","Brawler","Passive"
"488","Berserker Rage","Passive"
"489","Rampage","Passive"
"490","Juggernaut","Passive"
"491","Frenzy","Maniac"
"492","Leap","Iron Impact"
"493","Furious Charge","Battering Ram"
"494","Call of the Ancients","The Council Rises"
"495","Wrath of the Berserker","Insanity"
"496","War Cry","Veteran's Warning"
"497","Ruthless","Passive"
"498","Berserker Rage","Passive"
"499","Superstition","Passive"
"500","Rampage","Passive"
"501","Call of the Ancients","Together as One"
"502","Furious Charge","Dreadnought"
"503","Ignore Pain","Mob Rule"
"504","War Cry","Impunity"
"505","Battle Rage","Bloodshed"
"506","Wrath of the Berserker","Insanity"
"507","Berserker Rage","Passive"
"508","Superstition","Passive"
"509","Boon of Bul-Kathos","Passive"
"510","Rampage","Passive"
"511","Frenzy","Maniac"
"512","War Cry","Impunity"
"513","Whirlwind","Volcanic Eruption"
"514","Call of the Ancients","Together as One"
"515","Furious Charge","Battering Ram"
"516","Wrath of the Berserker","Striding Giant"
"517","Nerves of Steel","Passive"
"518","Relentless","Passive"
"519","Superstition","Passive"
"520","Rampage","Passive"
"521","Frenzy","Maniac"
"522","Call of the Ancients","Together as One"
"523","War Cry","Impunity"
"524","Battle Rage","Bloodshed"
"525","Furious Charge","Stamina"
"526","Wrath of the Berserker","Insanity"
"527","Nerves of Steel","Passive"
"528","Berserker Rage","Passive"
"529","Rampage","Passive"
"530","Superstition","Passive"
"531","Frenzy","Maniac"
"532","Furious Charge","Cold Rush"
"533","Wrath of the Berserker","Insanity"
"534","Call of the Ancients","Together as One"
"535","War Cry","Impunity"
"536","Battle Rage","Bloodshed"
"537","Berserker Rage","Passive"
"538","Rampage","Passive"
"539","Superstition","Passive"
"540","Ruthless","Passive"
"541","Frenzy","Maniac"
"542","Furious Charge","Battering Ram"
"543","Overpower","Killing Spree"
"544","War Cry","Impunity"
"545","Ignore Pain","Iron Hide"
"546","Wrath of the Berserker","Insanity"
"547","Ruthless","Passive"
"548","Berserker Rage","Passive"
"549","Superstition","Passive"
"550","Rampage","Passive"
"551","Frenzy","Maniac"
"552","Furious Charge","Merciless Assault"
"553","Ignore Pain","Iron Hide"
"554","War Cry","Impunity"
"555","Battle Rage","Bloodshed"
"556","Call of the Ancients","Together as One"
"557","Superstition","Passive"
"558","Tough as Nails","Passive"
"559","Rampage","Passive"
"560","Berserker Rage","Passive"
"561","Call of the Ancients","Together as One"
"562","Wrath of the Berserker","Striding Giant"
"563","Whirlwind","Hurricane"
"564","Battle Rage","Marauder's Rage"
"565","Furious Charge","Cold Rush"
"566","War Cry","Impunity"
"567","Nerves of Steel","Passive"
"568","Superstition","Passive"
"569","Inspiring Presence","Passive"
"570","Weapons Master","Passive"
"571","Cleave","Gathering Storm"
"572","Sprint","Marathon"
"573","Furious Charge","Cold Rush"
"574","Call of the Ancients","Together as One"
"575","Battle Rage","Bloodshed"
"576","War Cry","Impunity"
"577","Berserker Rage","Passive"
"578","Superstition","Passive"
"579","Nerves of Steel","Passive"
"580","Rampage","Passive"
"581","Call of the Ancients","The Council Rises"
"582","Ground Stomp","Wrenching Smash"
"583","Furious Charge","Battering Ram"
"584","War Cry","Impunity"
"585","Battle Rage","Bloodshed"
"586","Wrath of the Berserker","Insanity"
"587","Weapons Master","Passive"
"588","Berserker Rage","Passive"
"589","Rampage","Passive"
"590","Relentless","Passive"
"591","Whirlwind","Wind Shear"
"592","Furious Charge","Dreadnought"
"593","Wrath of the Berserker","Insanity"
"594","Call of the Ancients","Together as One"
"595","War Cry","Impunity"
"596","Battle Rage","Bloodshed"
"597","Berserker Rage","Passive"
"598","Ruthless","Passive"
"599","Superstition","Passive"
"600","Boon of Bul-Kathos","Passive"
"601","Frenzy","Maniac"
"602","Furious Charge","Battering Ram"
"603","Wrath of the Berserker","Insanity"
"604","Battle Rage","Marauder's Rage"
"605","War Cry","Impunity"
"606","Call of the Ancients","Together as One"
"607","Superstition","Passive"
"608","Nerves of Steel","Passive"
"609","Berserker Rage","Passive"
"610","Rampage","Passive"
"611","Weapon Throw","Ricochet"
"612","Ancient Spear","Jagged Edge"
"613","War Cry","Impunity"
"614","Battle Rage","Marauder's Rage"
"615","Call of the Ancients","The Council Rises"
"616","Wrath of the Berserker","Insanity"
"617","Ruthless","Passive"
"618","Tough as Nails","Passive"
"619","Superstition","Passive"
"620","Rampage","Passive"
"621","Call of the Ancients","Together as One"
"622","Frenzy","Smite"
"623","Wrath of the Berserker","Insanity"
"624","War Cry","Invigorate"
"625","Furious Charge","Dreadnought"
"626","Battle Rage","Bloodshed"
"627","Rampage","Passive"
"628","Superstition","Passive"
"629","Relentless","Passive"
"630","Berserker Rage","Passive"
"631","Furious Charge","Cold Rush"
"632","Leap","Call of Arreat"
"633","Ignore Pain","Mob Rule"
"634","Frenzy","Sidearm"
"635","War Cry","Impunity"
"636","Call of the Ancients","Together as One"
"637","Nerves of Steel","Passive"
"638","Ruthless","Passive"
"639","Superstition","Passive"
"640","Berserker Rage","Passive"
"641","Whirlwind","Hurricane"
"642","Call of the Ancients","Together as One"
"643","Furious Charge","Battering Ram"
"644","Battle Rage","Marauder's Rage"
"645","War Cry","Impunity"
"646","Wrath of the Berserker","Insanity"
"647","Berserker Rage","Passive"
"648","Superstition","Passive"
"649","Ruthless","Passive"
"650","Rampage","Passive"
"651","Frenzy","Maniac"
"652","Rend","Ravage"
"653","Wrath of the Berserker","Striding Giant"
"654","Ignore Pain","Iron Hide"
"655","War Cry","Impunity"
"656","Battle Rage","Bloodshed"
"657","Berserker Rage","Passive"
"658","Inspiring Presence","Passive"
"659","Superstition","Passive"
"660","Nerves of Steel","Passive"
"661","Whirlwind","Blood Funnel"
"662","Furious Charge","Stamina"
"663","Sprint","Forced March"
"664","Leap","Call of Arreat"
"665","Call of the Ancients","Together as One"
"666","Wrath of the Berserker","Insanity"
"667","Superstition","Passive"
"668","Nerves of Steel","Passive"
"669","Rampage","Passive"
"670","Tough as Nails","Passive"
"671","Cleave","Gathering Storm"
"672","Leap","Call of Arreat"
"673","Earthquake","Chilling Earth"
"674","Battle Rage","Marauder's Rage"
"675","Call of the Ancients","Together as One"
"676","Wrath of the Berserker","Insanity"
"677","Relentless","Passive"
"678","Berserker Rage","Passive"
"679","Boon of Bul-Kathos","Passive"
"680","Rampage","Passive"
"681","Frenzy","Maniac"
"682","Furious Charge","Battering Ram"
"683","Call of the Ancients","Together as One"
"684","Battle Rage","Bloodshed"
"685","War Cry","Impunity"
"686","Wrath of the Berserker","Insanity"
"687","Superstition","Passive"
"688","Berserker Rage","Passive"
"689","Ruthless","Passive"
"690","Nerves of Steel","Passive"
"691","Ground Stomp","Wrenching Smash"
"692","Whirlwind","Wind Shear"
"693","War Cry","Impunity"
"694","Call of the Ancients","Together as One"
"695","Battle Rage","Bloodshed"
"696","Wrath of the Berserker","Insanity"
"697","Inspiring Presence","Passive"
"698","Ruthless","Passive"
"699","Superstition","Passive"
"700","Bloodthirst","Passive"
"701","Call of the Ancients","Together as One"
"702","Whirlwind","Wind Shear"
"703","Wrath of the Berserker","Insanity"
"704","Furious Charge","Dreadnought"
"705","Battle Rage","Bloodshed"
"706","Ignore Pain","Iron Hide"
"707","Ruthless","Passive"
"708","Brawler","Passive"
"709","Berserker Rage","Passive"
"710","Boon of Bul-Kathos","Passive"
"711","Whirlwind","Dust Devils"
"712","Earthquake","Cave-In"
"713","Leap","Death from Above"
"714","Sprint","Run Like the Wind"
"715","War Cry","Invigorate"
"716","Call of the Ancients","Together as One"
"717","Inspiring Presence","Passive"
"718","Earthen Might","Passive"
"719","Ruthless","Passive"
"720","Relentless","Passive"
"721","Cleave","Broad Sweep"
"722","Weapon Throw","Mighty Throw"
"723","Call of the Ancients","Together as One"
"724","Battle Rage","Marauder's Rage"
"725","War Cry","Impunity"
"726","Wrath of the Berserker","Striding Giant"
"727","Nerves of Steel","Passive"
"728","Superstition","Passive"
"729","Ruthless","Passive"
"730","Berserker Rage","Passive"
"731","Call of the Ancients","Ancients' Fury"
"732","Whirlwind","Wind Shear"
"733","Furious Charge","Dreadnought"
"734","Sprint","Marathon"
"735","War Cry","Invigorate"
"736","Wrath of the Berserker","Insanity"
"737","Superstition","Passive"
"738","Relentless","Passive"
"739","Unforgiving","Passive"
"740","Bloodthirst","Passive"
"741","Frenzy","Maniac"
"742","War Cry","Impunity"
"743","Furious Charge","Dreadnought"
"744","Wrath of the Berserker","Insanity"
"745","Battle Rage","Marauder's Rage"
"746","Call of the Ancients","Together as One"
"747","Berserker Rage","Passive"
"748","Tough as Nails","Passive"
"749","Nerves of Steel","Passive"
"750","Ruthless","Passive"
"751","Bash",NA
"752",NA,NA
"753",NA,NA
"754",NA,NA
"755",NA,NA
"756",NA,NA
"757",NA,"Passive"
"758",NA,"Passive"
"759",NA,"Passive"
"760",NA,"Passive"
"761","Frenzy","Maniac"
"762","Wrath of the Berserker","Striding Giant"
"763","Ignore Pain","Iron Hide"
"764","Furious Charge","Battering Ram"
"765","War Cry","Invigorate"
"766","Battle Rage","Marauder's Rage"
"767","Brawler","Passive"
"768","Ruthless","Passive"
"769","Tough as Nails","Passive"
"770","Berserker Rage","Passive"
"771","Call of the Ancients","The Council Rises"
"772","Whirlwind","Blood Funnel"
"773","Sprint","Run Like the Wind"
"774","Leap","Call of Arreat"
"775","Battle Rage","Bloodshed"
"776","War Cry","Impunity"
"777","Ruthless","Passive"
"778","Rampage","Passive"
"779","Brawler","Passive"
"780","Superstition","Passive"
"781","Whirlwind","Volcanic Eruption"
"782","Furious Charge","Battering Ram"
"783","Call of the Ancients","Together as One"
"784","Battle Rage","Bloodshed"
"785","War Cry","Impunity"
"786","Wrath of the Berserker","Insanity"
"787","Superstition","Passive"
"788","Nerves of Steel","Passive"
"789","Ruthless","Passive"
"790","Boon of Bul-Kathos","Passive"
"791","Call of the Ancients","Together as One"
"792","Whirlwind","Volcanic Eruption"
"793","Furious Charge","Battering Ram"
"794","Sprint","Marathon"
"795","War Cry","Impunity"
"796","Wrath of the Berserker","Striding Giant"
"797","Nerves of Steel","Passive"
"798","Boon of Bul-Kathos","Passive"
"799","Rampage","Passive"
"800","Superstition","Passive"
"801","Frenzy","Maniac"
"802","Ignore Pain","Iron Hide"
"803","Call of the Ancients","Together as One"
"804","Furious Charge","Battering Ram"
"805","War Cry","Impunity"
"806","Battle Rage","Marauder's Rage"
"807","Weapons Master","Passive"
"808","Tough as Nails","Passive"
"809","Superstition","Passive"
"810","Nerves of Steel","Passive"
"811","Cleave","Gathering Storm"
"812","Furious Charge","Cold Rush"
"813","War Cry","Impunity"
"814","Ignore Pain","Ignorance is Bliss"
"815","Battle Rage","Bloodshed"
"816","Wrath of the Berserker","Insanity"
"817","Inspiring Presence","Passive"
"818","Berserker Rage","Passive"
"819","Rampage","Passive"
"820","Superstition","Passive"
"821","Earthquake","Chilling Earth"
"822","Leap","Call of Arreat"
"823","Wrath of the Berserker","Insanity"
"824","War Cry","Impunity"
"825","Call of the Ancients","Together as One"
"826","Ignore Pain","Iron Hide"
"827","Berserker Rage","Passive"
"828","Tough as Nails","Passive"
"829","Superstition","Passive"
"830","Inspiring Presence","Passive"
"831","Frenzy","Maniac"
"832","Furious Charge","Merciless Assault"
"833","Battle Rage","Bloodshed"
"834","War Cry","Invigorate"
"835","Call of the Ancients","Together as One"
"836","Wrath of the Berserker","Insanity"
"837","Berserker Rage","Passive"
"838","Ruthless","Passive"
"839","Brawler","Passive"
"840","Rampage","Passive"
"841","Call of the Ancients","Together as One"
"842","War Cry","Impunity"
"843","Furious Charge","Merciless Assault"
"844","Battle Rage","Bloodshed"
"845","Wrath of the Berserker","Insanity"
"846","Ignore Pain","Iron Hide"
"847","Boon of Bul-Kathos","Passive"
"848","Superstition","Passive"
"849","Rampage","Passive"
"850","Berserker Rage","Passive"
"851","Earthquake","The Mountain's Call"
"852","Whirlwind","Wind Shear"
"853","Leap","Death from Above"
"854","Battle Rage","Bloodshed"
"855","War Cry","Impunity"
"856","Wrath of the Berserker","Insanity"
"857","Boon of Bul-Kathos","Passive"
"858","Berserker Rage","Passive"
"859","Tough as Nails","Passive"
"860","Superstition","Passive"
"861",NA,NA
"862",NA,NA
"863",NA,NA
"864",NA,NA
"865",NA,NA
"866",NA,NA
"867",NA,NA
"868",NA,NA
"869",NA,NA
"870",NA,NA
"871",NA,NA
"872",NA,NA
"873",NA,NA
"874",NA,NA
"875",NA,NA
"876",NA,NA
"877",NA,NA
"878",NA,NA
"879",NA,NA
"880",NA,NA
"881","Frenzy","Maniac"
"882","Furious Charge","Battering Ram"
"883","Ignore Pain","Contempt for Weakness"
"884","War Cry","Impunity"
"885","Call of the Ancients","Together as One"
"886","Wrath of the Berserker","Insanity"
"887","Superstition","Passive"
"888","Nerves of Steel","Passive"
"889","Berserker Rage","Passive"
"890","Rampage","Passive"
"891","Call of the Ancients","The Council Rises"
"892","Whirlwind","Volcanic Eruption"
"893","Ground Stomp","Jarring Slam"
"894","Overpower","Killing Spree"
"895","War Cry","Impunity"
"896","Battle Rage","Bloodshed"
"897","Tough as Nails","Passive"
"898","Superstition","Passive"
"899","Unforgiving","Passive"
"900","Rampage","Passive"
"901","Call of the Ancients","Together as One"
"902","Whirlwind","Wind Shear"
"903","Overpower","Killing Spree"
"904","Threatening Shout","Grim Harvest"
"905","War Cry","Impunity"
"906","Wrath of the Berserker","Insanity"
"907","Rampage","Passive"
"908","Boon of Bul-Kathos","Passive"
"909","Superstition","Passive"
"910","Bloodthirst","Passive"
"911","Frenzy","Maniac"
"912","Furious Charge","Merciless Assault"
"913","Call of the Ancients","Together as One"
"914","Wrath of the Berserker","Insanity"
"915","Battle Rage","Bloodshed"
"916","War Cry","Impunity"
"917","Berserker Rage","Passive"
"918","Nerves of Steel","Passive"
"919","Weapons Master","Passive"
"920","Superstition","Passive"
"921","Call of the Ancients","Together as One"
"922","Whirlwind","Wind Shear"
"923","Threatening Shout","Grim Harvest"
"924","Battle Rage","Bloodshed"
"925","War Cry","Impunity"
"926","Ignore Pain","Ignorance is Bliss"
"927","Brawler","Passive"
"928","Inspiring Presence","Passive"
"929","Rampage","Passive"
"930","Unforgiving","Passive"
"931","Call of the Ancients","The Council Rises"
"932","Ignore Pain","Iron Hide"
"933","Furious Charge","Merciless Assault"
"934","War Cry","Impunity"
"935","Battle Rage","Bloodshed"
"936","Wrath of the Berserker","Insanity"
"937","Ruthless","Passive"
"938","Boon of Bul-Kathos","Passive"
"939","Berserker Rage","Passive"
"940","Rampage","Passive"
"941","Frenzy","Maniac"
"942","War Cry","Impunity"
"943","Furious Charge","Battering Ram"
"944","Call of the Ancients","Together as One"
"945","Ignore Pain","Iron Hide"
"946","Wrath of the Berserker","Insanity"
"947","Tough as Nails","Passive"
"948","Nerves of Steel","Passive"
"949","Superstition","Passive"
"950","Rampage","Passive"
"951","Bash","Hammer of the Ancients"
"952","Ground Stomp","Overpower"
"953",NA,NA
"954",NA,NA
"955",NA,NA
"956",NA,NA
"957",NA,"Passive"
"958",NA,"Passive"
"959",NA,"Passive"
"960",NA,"Passive"
"961","Call of the Ancients","Together as One"
"962","Ignore Pain","Iron Hide"
"963","Furious Charge","Battering Ram"
"964","Seismic Slam","Shattered Ground"
"965","Battle Rage","Bloodshed"
"966","Wrath of the Berserker","Insanity"
"967","Relentless","Passive"
"968","Superstition","Passive"
"969","Rampage","Passive"
"970","Berserker Rage","Passive"
"971","Frenzy","Maniac"
"972","Call of the Ancients","Together as One"
"973","Furious Charge","Battering Ram"
"974","Battle Rage","Marauder's Rage"
"975","War Cry","Impunity"
"976","Wrath of the Berserker","Insanity"
"977","Superstition","Passive"
"978","Tough as Nails","Passive"
"979","Rampage","Passive"
"980","Nerves of Steel","Passive"
"981","Bash","Pulverize"
"982","Hammer of the Ancients","Smash"
"983","Battle Rage","Bloodshed"
"984","War Cry","Invigorate"
"985","Earthquake","Molten Fury"
"986","Wrath of the Berserker","Insanity"
"987","Unforgiving","Passive"
"988","Rampage","Passive"
"989","Brawler","Passive"
"990","Relentless","Passive"
"991","Bash","Onslaught"
"992","Call of the Ancients","Together as One"
"993","Furious Charge","Battering Ram"
"994","Whirlwind","Volcanic Eruption"
"995","War Cry","Impunity"
"996","Battle Rage","Marauder's Rage"
